[    2750ms] [WARNING] Replay is disabled because neither `replaysSessionSampleRate` nor `replaysOnErrorSampleRate` are set. @ https://reporting-ozff25id3.vercel.zapier-deployment.com/_next/static/chunks/pages/_app-ab2e9d46658f2578.js:27
[  440802ms] [INFO]  Initialized Datadog RUM: {applicationId: 6aac0761-4777-4557-b857-b06252a6c5f6, clientToken: :censored:, service: zdl-editor, env: production, version: v2026-05-13t13:37-bdae907498c86b69dd9948e05bf2ec4a6759161d-production} @ https://zapier.com/editor/_next/static/chunks/app-9118.1b3fe98eea2340cd.js:0
[  440817ms] [INFO]  Set Datadog RUM user: {id: 14719313, email: mhingora@gmail.com, accountId: 14718194, userPlan: free} @ https://zapier.com/editor/_next/static/chunks/app-9118.1b3fe98eea2340cd.js:0
[  441192ms] [WARNING] CopilotProvider: No handoff tool added because registry and copilotId are required @ https://zapier.com/editor/_next/static/chunks/lib-8330.45c6c19ae68b921b.js:89
[  441448ms] [WARNING] CopilotProvider: No handoff tool added because registry and copilotId are required @ https://zapier.com/editor/_next/static/chunks/lib-8330.45c6c19ae68b921b.js:89
[  441489ms] [WARNING] CopilotProvider: No handoff tool added because registry and copilotId are required @ https://zapier.com/editor/_next/static/chunks/lib-8330.45c6c19ae68b921b.js:89
[  441555ms] [WARNING] CopilotProvider: No handoff tool added because registry and copilotId are required @ https://zapier.com/editor/_next/static/chunks/lib-8330.45c6c19ae68b921b.js:89
[  441698ms] [INFO]  Skipping Zap save because nothing has changed @ https://zapier.com/editor/_next/static/chunks/app-9118.1b3fe98eea2340cd.js:0
[  441702ms] [INFO]  Zap creation source: {source: unavailable} @ https://zapier.com/editor/_next/static/chunks/app-9118.1b3fe98eea2340cd.js:0
[  446285ms] [INFO]  ⌛️ DeferredRenderingStrategyController: priority-rendering ready @ https://zapier.com/editor/_next/static/chunks/app-9118.1b3fe98eea2340cd.js:0
[  451270ms] [INFO]  ⌛️ DeferredRenderingStrategyController: post-lcp-rendering ready @ https://zapier.com/editor/_next/static/chunks/app-9118.1b3fe98eea2340cd.js:0
[  456276ms] [INFO]  ⌛️ DeferredRenderingStrategyController: late-rendering ready @ https://edge.fullstory.com/s/fs.js:3
[  456307ms] [INFO]  Updating editor_view_mode to "canvas" in Intercom @ https://edge.fullstory.com/s/fs.js:3
[  463501ms] [INFO]  Skipping Zap save because nothing has changed @ https://edge.fullstory.com/s/fs.js:3
